doi,title,abstract,authors,orcid_ids,affiliations,published_date,journal_title,publisher,keywords,topics
10.1080/14697688.2020.1787493,Martingale transport with homogeneous stock movements,"We study a variant of the martingale optimal transport problem in a multi-period setting to derive robust price bounds on a financial derivative. On top of marginal and martingale constraints, we introduce a time-homogeneity assumption, which restricts the variability of the forward-looking transitions of the martingale across time. We provide a dual formulation in terms of superhedging and discuss relaxations of the time-homogeneity assumption by adding market frictions. In financial terms, the introduced time-homogeneity corresponds to a time-consistency condition for call prices, given the state of the stock. The time homogeneity assumption leads to improved price bounds since market data from many time points can be incorporated effectively. The approach is illustrated with two numerical examples.",Stephan Eckstein; Michael Kupper,0000-0002-6407-2498; 0000-0001-9643-0811,"Stephan Eckstein: Department of Mathematics, University of Konstanz, Konstanz 78464, Germany; Michael Kupper: Department of Mathematics, University of Konstanz, Konstanz 78464, Germany",2020-09-01,Quantitative Finance,Informa UK Limited,Martingale (probability theory); Local martingale; Homogeneity (statistics); Econometrics; Homogeneous; Martingale pricing; Mathematics; Stock (firearms); Economics; Martingale difference sequence; Mathematical economics; Applied mathematics; Statistics; Engineering; Combinatorics,Stochastic processes and financial applications; Economic theories and models; Advanced Queuing Theory Analysis
10.1080/14697688.2020.1788219,Deep neural network framework based on backward stochastic differential equations for pricing and hedging American options in high dimensions,"We propose a deep neural network framework for computing prices and deltas of American options in high dimensions. The architecture of the framework is a sequence of neural networks, where each network learns the difference of the price functions between adjacent timesteps. We introduce the least squares residual of the associated backward stochastic differential equation as the loss function. Our proposed framework yields prices and deltas for the entire spacetime, not only at a given point (e.g. t = 0). The computational cost of the proposed approach is quadratic in dimension, which addresses the curse of dimensionality issue that state-of-the-art approaches suffer. Our numerical simulations demonstrate these contributions, and show that the proposed neural network framework outperforms state-of-the-art approaches in high dimensions.",Yangang Chen; Justin W. L. Wan,0000-0002-5101-7596; 0000-0001-8367-6337,"Yangang Chen: Department of Applied Mathematics, University of Waterloo, 200 University Avenue West, Waterloo, ON, N2L 3G1, Canada; Justin W. L. Wan: David R. Cheriton School of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, ON, N2L 3G1, Canada",2020-09-08,Quantitative Finance,Informa UK Limited,Curse of dimensionality; Artificial neural network; Stochastic differential equation; Dimension (graph theory); Computer science; Residual; Quadratic equation; Applied mathematics; Mathematical optimization; Function (biology); State space; Valuation of options; Stochastic neural network; Mathematics; Algorithm; Econometrics; Artificial intelligence; Recurrent neural network; Pure mathematics,Stochastic processes and financial applications; Reservoir Engineering and Simulation Methods; Fluid Dynamics and Turbulent Flows
10.1080/14697688.2020.1788718,Cryptocurrency liquidity during extreme price movements: is there a problem with virtual money?,"The enormous rise of the cryptocurrencies over the last few years has created one of the largest unregulated markets in the world. In this study, we obtain millisecond data for the five major cryptocurrencies—bitcoin, ethereum, ripple, litecoin and dash—and two cryptocurrency indices—Crypto Index (CRIX) and CCI30 Crypto Currencies Index—to investigate the relationship between cryptocurrency liquidity, herding behaviour and profitability during periods of extreme price movements (EPMs). We demonstrate that cryptocurrency traders (CTs) facilitate EPMs and demand liquidity even during the utmost EPMs. We observe the presence of herding behaviour during up markets across the entire dataset. Our robustness checks indicate that herding behaviour follows a dynamic pattern that varies over time with decreasing magnitude. We also provide novel evidence of CTs’ profitability after transaction costs, and demonstrate their strong profitability-generating record in the future.",Viktor Manahov,,Viktor Manahov: University of York,2020-09,Quantitative Finance,Informa UK Limited,Cryptocurrency; Market liquidity; Herding; Profitability index; Economics; Herd behavior; Index (typography); Financial economics; Monetary economics; Econometrics; Finance; Computer science; Geography; Computer security,Blockchain Technology Applications and Security; Complex Systems and Time Series Analysis; Financial Markets and Investment Strategies
10.1080/14697688.2020.1790634,Rough volatility and CGMY jumps with a finite history and the Rough Heston model – small-time asymptotics in the kt regime,"A small-time Edgeworth expansion is established for near-the-money European options under a general rough stochastic volatility (RSV) model driven by a Riemann-Liouville (RL) process plus an additional generalised tempered stable Lévy process with Y∈(1,2) when H∈(1−12Y,2(1−12Y)∧12) (this relaxes the more complicated and restrictive condition which appeared in an earlier version of the article.), in the regime where log-moneyness log⁡KS0∼zt as t→0 for z fixed, conditioned on a finite volatility history. This can be viewed as a more practical variant of Theorem 3.1 in Fukasawa [Short-time at-the-money skew and rough fractional volatility. Quant. Finance, 2017, 17(2), 189–198] (Fukasawa [Short-time at-the-money skew and rough fractional volatility. Quant. Finance, 2017, 17(2), 189–198] does not allow for jumps or a finite history and uses the somewhat opaque Muravlev representation for fractional Brownian motion), or if we turn off the rough stochastic volatility, the expansion is a variant of the main result in Mijatovic and Tankov [A new look at short-term implied volatility in asset price models with jumps. Math. Finance, 2016, 26(1), 149–183] and Theorem 3.2 in Figueroa-López et al. [Third-order short-time expansions for close-to-the-money option prices under the CGMY model. J. Appl. Math. Finance, 2017, 24, 547–574]. The zt regime is directly applicable to FX options where options are typically quoted in terms of delta (.10,.25 and .50) not absolute strikes, and we also compute a new prediction formula for the Riemann-Liouville process, which allows us to express the history term for the Edgeworth expansion in a more useable form in terms of the volatility process itself. We later relax the assumption of bounded volatility, and we also compute a formal small-time expansion for implied volatility in the Rough Heston model in the same regime (without jumps) which includes an additional at-the-money, convexity and fourth order correction term, and we outline how one can go to even higher order in the three separate cases H>16, H=16 and H<16. (We thank Masaaki Fukasawa and Hongzhong Zhang for fruitful discussions, Adam Hesse for help with Matlab computations and Vian Dinh for help with IT issues.)",Martin Forde; Benjamin Smith; Lauri Viitasaari,0000-0002-1606-9921; 0000-0002-6987-5337; 0000-0002-3015-8664,"Martin Forde: Dept. Mathematics, King's College London; Benjamin Smith: Dept. Mathematics, King's College London; Lauri Viitasaari: Department of Mathematics and Statistics, University of Helsinki, Department of Information and Service Management, Aalto University School of Business",2020-09-01,Quantitative Finance,Informa UK Limited,Stochastic volatility; Volatility (finance); Implied volatility; Mathematics; SABR volatility model; Fractional Brownian motion; Heston model; Skew; Volatility smile; Moneyness; Applied mathematics; Econometrics; Brownian motion; Physics; Statistics,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Complex Systems and Time Series Analysis
10.1080/14697688.2020.1790635,Generative adversarial networks for financial trading strategies fine-tuning and combination,"Systematic trading strategies are algorithmic procedures that allocate assets aiming to optimize a certain performance criterion. To obtain an edge in a highly competitive environment, an analyst needs to appropriately fine-tune their strategy, or discover how to combine weak signals in novel alpha creating manners. Both aspects, namely fine-tuning and combination, have been extensively researched using several methods, but emerging techniques such as Generative Adversarial Networks can have an impact on such aspects. Therefore, our work proposes the use of Conditional Generative Adversarial Networks (cGANs) for trading strategy calibration and aggregation. To this end, we provide a full methodology on: (i) the training and selection of a cGAN for time series data; (ii) how each sample is used for strategy calibration; and (iii) how all generated samples can be used for ensemble modelling. To provide evidence that our approach is well grounded, we have designed an experiment with multiple trading strategies, encompassing 579 assets. We compared cGAN with an ensemble scheme and model validation methods, both suited for time series. Our results suggest that cGANs are a suitable alternative for strategy calibration and combination, providing outperformance when the traditional techniques fail to generate any alpha.",Adriano Koshiyama; Nick Firoozye; Philip Treleaven,0000-0001-7536-1503; 0000-0002-6460-0406,"Adriano Koshiyama: Department of Computer Science, University College London, London WC1E 6BT, UK; Nick Firoozye: Department of Computer Science, University College London, London WC1E 6BT, UK; Philip Treleaven: Department of Computer Science, University College London, London WC1E 6BT, UK",2020-09-01,Quantitative Finance,Informa UK Limited,Computer science; Generative grammar; Trading strategy; Calibration; Machine learning; Adversarial system; Scheme (mathematics); Artificial intelligence; Generative model; Finance; Mathematics; Economics,Stock Market Forecasting Methods; Forecasting Techniques and Applications; Financial Markets and Investment Strategies
10.1080/14697688.2020.1791948,Market impact: a systematic study of the high frequency options market,"This paper deals with a fundamental subject that has seldom been addressed in recent years, that of market impact in the options market. Our analysis is based on a proprietary database of metaorders-large orders that are split into smaller pieces before being sent to the market on one of the main Asian markets. In line with our previous work on the equity market [Said et al., 2018], we propose an algorithmic approach to identify metaorders, based on some implied volatility parameters, the at the money forward volatility and at the money forward skew. In both cases, we obtain results similar to the now well understood equity market: Square-root law, Fair Pricing Condition and Market Impact Dynamics.",Emilio Said; Ahmed Bel Hadj Ayed; Damien Thillou; Jean-Jacques Rabeyrin; Frédéric Abergel,0000-0001-7166-5016; 0000-0002-1950-049X,"Emilio Said: Quantitative Research, Global Markets, BNP Paribas, Paris, France, Laboratoire MICS, Chaire de Finance Quantitative, CentraleSupélec, Université Paris-Saclay, Gif-Sur-Yvette, France; Ahmed Bel Hadj Ayed: Quantitative Research, Global Markets, BNP Paribas, Paris, France; Damien Thillou: Quantitative Research, Global Markets, BNP Paribas, Paris, France; Jean-Jacques Rabeyrin: Quantitative Research, Global Markets, BNP Paribas, Paris, France; Frédéric Abergel: Quantitative Research Group, BNP Paribas Asset Management, Paris, France, Laboratoire MICS, Chaire de Finance Quantitative, CentraleSupélec, Université Paris-Saclay, Gif-Sur-Yvette, France",2020-09-08,Quantitative Finance,Informa UK Limited,Business; Economics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Capital Investment and Risk Analysis
10.1080/14697688.2020.1800070,Uncertainty shocks of Trump election in an interval model of stock market,"This paper proposes a new class of nonlinear interval models for interval-valued time series. By matching the interval model with interval observations, we develop a nonlinear minimum-distance estimation method for the proposed models, and establish the asymptotic theory for the proposed estimators. Superior to traditional point-based methods, the proposed interval modelling approach can assess the change in both the trend and volatility simultaneously. Within the proposed interval framework, this paper examines the impact of the 2016 US presidential election (henceforth Trump election) on the US stock market as a case study. Considering the validity of daily high-low range as a proxy of market efficiency, we employ an interval-valued return to jointly measure the fundamental value movement and market efficiency simultaneously. Empirical results suggest a strong evidence that the Trump election has increased the level/trend and lowered the volatility of the S&P 500 index in both ex ante and ex post analysis. Furthermore, a longer half-life period for the impact on fundamental value (62.4 days) than high-low range (15.9 days) has shown that the impact of Trump's victory on fundamental value is more persistent than its impact on market efficiency.",Yuying Sun; Kenan Qiao; Shouyang Wang,0000-0002-9525-7954; 0000-0001-5773-998X,"Yuying Sun: Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, People's Republic of China, Center for Forecasting Science, Chinese Academy of Sciences, Beijing, People's Republic of China; Kenan Qiao: Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, People's Republic of China, Center for Forecasting Science, Chinese Academy of Sciences, Beijing, People's Republic of China, Faculty of Economics and Business, University of Groningen, Groningen, The Netherlands; Shouyang Wang: Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, People's Republic of China, Center for Forecasting Science, Chinese Academy of Sciences, Beijing, People's Republic of China, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, People's Republic of China",2020-09-03,Quantitative Finance,Informa UK Limited,Econometrics; Economics; Presidential election; Estimator; Interval (graph theory); Volatility (finance); Stock market; Mathematics; Financial economics; Statistics,Market Dynamics and Volatility; Monetary Policy and Economic Impact; Financial Risk and Volatility Modeling
10.1080/14697688.2020.1800805,Improvements in estimating the probability of informed trading models,"Two advances have been made in the estimation of probability of informed trading (PIN) models. First, an initial-value-setting scheme has been proposed, that sets up a grid for initial values of mixture probabilities and uses the probabilities to divide the sample so as to derive the initial values of Poisson parameters. Second, the mixture bivariate normal distribution can help approximate the compound Poisson distribution in estimating PIN models. This study implements two approaches to simulated and real data for the PIN and Adjusted PIN models and compares their performance with the literature. The new initial-value-setting scheme performs better than those of Yan and Zhang [An improved estimation method and empirical properties of the probability of informed trading. J. Banking Finance, 2012, 36(2), 454–467] and Ersan and Alıcı [An unbiased computation methodology for estimating the probability of informed trading (PIN). J. Int. Financ. Markets, Inst. Money, 2016, 43, 74–94], and using the normal distribution outperforms the Poisson distribution under certain variance specifications.",Tsung-Chi Cheng; Hung-Neng Lai,0000-0002-6625-5853; 0000-0002-1602-6411,"Tsung-Chi Cheng: Department of Statistics, National Chengchi University, Taipei City, Taiwan; Hung-Neng Lai: Department of Finance, National Central University, Jhongli District, Taoyuan City, Taiwan",2020-09-03,Quantitative Finance,Informa UK Limited,Poisson distribution; Econometrics; Probability distribution; Variance (accounting); Bivariate analysis; Mathematics; Statistics; Computer science; Economics; Accounting,"Financial Markets and Investment Strategies; Auditing, Earnings Management, Governance; Financial Risk and Volatility Modeling"
10.1080/14697688.2020.1802054,Joint effects of the liability network and portfolio overlapping on systemic financial risk: contagion and rescue,"We examine the conjoined contagion mechanism of the inter-liability network and portfolio overlapping in shaping systemic financial risk. We first develop an iterative algorithm to compute the largest clearing payment vector and price vector, and prove its existence and continuity. A concrete form of total wealth loss is then derived to specify the joint effects of the inter-liability network and portfolio overlapping. Next, we show how inter-institutional liability connections and portfolio diversification can amplify the impact of initial negative shocks and lead later to financial crisis. We prove that illiquidity is a critical factor in triggering risk contagion and that higher inter-institutional leverage can cause larger losses for both the institutions and the outside obligees. Based on the theoretical findings, we propose a rescue strategy via solving a series of linear programs and conclude with some practical suggestions for the management of systemic financial risk.",J. L. Ma; S. S. Zhu; Y. Wu,0000-0003-3981-6659,"J. L. Ma: Department of Finance and Investment, Sun Yat-Sen Business School, Sun Yat-Sen University, Guangzhou, People's Republic of China; S. S. Zhu: Department of Finance and Investment, Sun Yat-Sen Business School, Sun Yat-Sen University, Guangzhou, People's Republic of China; Y. Wu: School of Business, Stevens Institute of Technology, Hoboken, NJ, USA",2020-09-08,Quantitative Finance,Informa UK Limited,Systemic risk; Portfolio; Diversification (marketing strategy); Financial contagion; Leverage (statistics); Financial networks; Liability; Clearing; Payment; Economics; Replicating portfolio; Financial market; Financial economics; Actuarial science; Business; Financial crisis; Finance; Portfolio optimization; Computer science,"Banking stability, regulation, efficiency; Insurance and Financial Risk Management; Global Financial Crisis and Policies"
10.1080/14697688.2020.1803497,Efficient computation of mean reverting portfolios using cyclical coordinate descent,"The econometric challenge of finding sparse mean reverting portfolios based on a subset of a large number of assets is well known. Many current state-of-the-art approaches fall into the field of co-integration theory, where the problem is phrased in terms of an eigenvector problem with sparsity constraint. Although a number of approximate solutions have been proposed to solve this NP-hard problem, all are based on relatively simple models and are limited in their scalability. In this paper, we leverage information obtained from a heterogeneous simultaneous graphical dynamic linear model (H-SGDLM) and propose a novel formulation of the mean reversion problem, which is phrased in terms of a quasi-convex minimisation with a normalisation constraint. This new formulation allows us to employ a cyclical coordinate descent algorithm for efficiently computing an exact sparse solution, even in a large universe of assets, while the use of H-SGDLM data allows us to easily control the required level of sparsity. We demonstrate the flexibility, speed and scalability of the proposed approach on S&P500, FX and ETF futures data.",T. Griveau-Billion; B. Calderhead,0000-0001-6371-827X,"T. Griveau-Billion: Department of Mathematics, Imperial College London; B. Calderhead: Department of Mathematics, Imperial College London",2020-09-08,Quantitative Finance,Informa UK Limited,Leverage (statistics); Mean reversion; Mathematical optimization; Coordinate descent; Scalability; Computer science; Computation; Futures contract; Mathematics; Algorithm; Econometrics; Finance; Artificial intelligence,Statistical and numerical algorithms; Risk and Portfolio Optimization; Sparse and Compressive Sensing Techniques
10.1080/14697688.2020.1803498,Book review,,The Editors,,,2020-08-02,Quantitative Finance,Informa UK Limited,Economics; Mathematical economics,Stochastic processes and financial applications; Mathematical Biology Tumor Growth; Financial Risk and Volatility Modeling
10.1080/14697688.2020.1804606,Multivariate continuous-time modeling of wind indexes and hedging of wind risk,"With the introduction of the exchange-traded German wind power futures, opportunities for German wind power producers to hedge their volumetric risk are present. We propose two continuous-time multivariate models for wind power utilization at different wind sites, and discuss the properties and estimation procedures for the models. Applying the models to wind index data for wind sites in Germany and the underlying wind index of exchange-traded wind power futures contracts, the estimation results of both models suggest that they capture key statistical features of the data. We show how these models can be used to find optimal hedging strategies using exchange-traded wind power futures for the owner of a portfolio of so-called tailor-made wind power futures. Both in-sample and out-of-sample hedging scenarios are considered, and, in both cases, significant variance reductions are achieved. Additionally, the risk premium of the German wind power futures is analysed, leading to an indication of the risk premium of tailor-made wind power futures.",Fred E. Benth; Troels S. Christensen; Victor Rohde,0000-0001-9907-6811,"Fred E. Benth: Department of Mathematics, University of Oslo, PO Box 1053 Blindern, Oslo N-0316, Norway; Troels S. Christensen: Department of Mathematical Sciences, Aalborg University, Skjernvej 4A, Aalborg Øst 9220, Denmark, Quantitative Analytics, Centrica Energy Trading, Skelagervej 1, Aalborg 9000, Denmark; Victor Rohde: Department of Mathematics, Aarhus University, Ny Munkegade 118, Aarhus C 8000, Denmark",2020-10-16,Quantitative Finance,Informa UK Limited,Futures contract; Wind power; Hedge; Econometrics; Portfolio; Index (typography); Economics; Computer science; Financial economics; Engineering,Stochastic processes and financial applications; Wind Energy Research and Development; Energy Load and Power Forecasting
10.1080/14697688.2020.1805505,Jumps and oil futures volatility forecasting: a new insight,"This study designs the Markov-switching (MS) mixed data sampling (MIDAS) models and then explores the effects of intraday and interday jumps on oil futures price realized volatility. The in-sample estimates show that the current realized volatility and jumps have significantly positive impacts on oil futures price volatility using MIDAS models. However, the effects of the jumps are mixed when using MS-MIDAS models. Out-of-sample evaluations show that our proposed model, which includes continuous volatility and jumps based on the Time-of-Day volatility pattern (TOD) test combined with the Markov-switching MIDAS model (MS-MIDAS-TOD), exhibits a higher predictive ability for forecasting one-day-ahead oil futures volatility. Moreover, we further find that the improved results of this model remain significant over medium-term and long-term horizons and can also outperform a simple combination forecast.",Feng Ma; Chao Liang; Qing Zeng; Haibo Li,0000-0002-6539-0965; 0000-0003-0400-2049; 0000-0002-7471-4941; 0009-0007-5399-5995,"Feng Ma: School of Economics and Management, Southwest Jiaotong University, Chengdu, People’s Republic of China; Chao Liang: School of Economics and Management, Southwest Jiaotong University, Chengdu, People’s Republic of China; Qing Zeng: School of Economics and Management, Southwest Jiaotong University, Chengdu, People’s Republic of China; Haibo Li: School of Economics and Management, Southwest Jiaotong University, Chengdu, People’s Republic of China",2020-09-09,Quantitative Finance,Informa UK Limited,Futures contract; Volatility (finance); Econometrics; Realized variance; Economics; Stochastic volatility; Forward volatility; Markov chain; Implied volatility; Oil price; Financial economics; Mathematics; Statistics; Monetary economics,Market Dynamics and Volatility; Monetary Policy and Economic Impact; Financial Risk and Volatility Modeling
10.1080/14697688.2020.1806343,Equal risk pricing of derivatives with deep hedging,"This article provides a universal and tractable methodology based on deep reinforcement learning to implement the equal risk pricing framework for financial derivatives pricing under very general conditions. The equal risk pricing framework entails solving for a derivative price which equates the optimally hedged residual risk exposure associated, respectively, with the long and short positions in the contingent claim. The solution to the hedging optimization problem considered, which is inspired from the [Marzban, S., Delage, E. and Li, J.Y., Equal risk pricing and hedging of financial derivatives with convex risk measures. arXiv preprint arXiv:2002.02876, 2020.] framework relying on convex risk measures, is obtained through the use of the deep hedging algorithm of [Buehler, H., Gonon, L., Teichmann, J. and Wood, B., Deep hedging. Q. Finance, 2019, 19, 1271–1291]. Consequently, the current paper's approach allows for the pricing and the hedging of a very large number of contingent claims (e.g. vanilla options, exotic options, options with multiple underlying assets) with multiple liquid hedging instruments under a wide variety of market dynamics (e.g. regime-switching, stochastic volatility, jumps). A novel ε-completeness measure allowing for the quantification of the residual hedging risk associated with a derivative is also proposed. The latter measure generalizes the one presented in [Bertsimas, D., Kogan, L. and Lo, A.W., Hedging derivative securities and incomplete markets: an ε-arbitrage approach. Oper. Res., 2001, 49, 372–397.] based on the quadratic penalty. Monte Carlo simulations are performed under a large variety of market dynamics to demonstrate the practicability of our approach, to perform benchmarking with respect to traditional methods and to conduct sensitivity analyses. Numerical results show, among others, that equal risk prices of out-of-the-money options are significantly higher than risk-neutral prices stemming from conventional changes of measure across all dynamics considered. This finding is shown to be shared by different option categories which include vanilla and exotic options.",Alexandre Carbonneau; Frédéric Godin,0000-0003-3292-3283; 0000-0001-5097-5269,"Alexandre Carbonneau: Department of Mathematics and Statistics, Concordia University; Frédéric Godin: Department of Mathematics and Statistics, Concordia University",2020-09-09,Quantitative Finance,Informa UK Limited,Hedge; Derivative (finance); Residual; Quadratic equation; Greeks; Variety (cybernetics); Measure (data warehouse); Completeness (order theory); Arbitrage; Probability measure; Mathematical economics; Sensitivity (control systems); Mathematical optimization; Econometrics; Economics; Computer science; Mathematics; Financial economics; Algorithm; Artificial intelligence,Stochastic processes and financial applications; Risk and Portfolio Optimization; Financial Risk and Volatility Modeling
10.1080/14697688.2020.1809696,Application of power series approximation techniques to valuation of European style options,"Fourier transforms provide versatile techniques for pricing financial derivative securities. In applying such techniques, a typical derivative valuation expression is often written as an inner product of the Fourier transform of payoff and the characteristic function of the underlying asset dynamics. Some modelling specifications imply that it might be challenging to find a closed-form expression for the characteristic function. In such situations, numerical approximations have to be employed. This paper utilises the power series approximation technique in finding explicit expressions of the characteristic function for the underlying stochastic variables. We analyse the convergence and accuracy of this technique in the context of valuing European style options written on underlying securities whose dynamics evolve under the influence of multiple Heston-type stochastic volatilities [Heston, S., A closed-form solution for options with Stochastic volatility with applications to Bond and currency options. Rev. Financ. Stud., 1993, 6, 327–343] and Cox–Ingersoll–Ross stochastic interest rates [Cox, J., Ingerson, J. and Ross, S., A theory of the term structure of interest rates. Econometrica, 1985, 53, 385–407]. This paper contributes to the existing literature four-fold by: (i) adapting the valuation technique to long-dated instruments; (ii) providing an adjustment to a series of points around which the power series expansion is performed; (iii) analysing the performance of different strategies for hedging European call options; (iv) applying the power series approach to the valuation of guaranteed minimum accumulation benefit riders embedded in variable annuity contracts. Our results demonstrate a high computational efficiency of the power series approximation method for evaluation of derivative prices and hedge ratios.",Nikolay Gudkov; Jonathan Ziveyi,0000-0001-9029-8039,"Nikolay Gudkov: RiskLab, Department of Mathematics, ETH Zurich; Jonathan Ziveyi: School of Risk and Actuarial Studies, Centre of Excellence in Population Ageing Research (CEPAR), UNSW Business School, UNSW Sydney",2020-10-30,Quantitative Finance,Informa UK Limited,Stochastic volatility; Valuation (finance); Valuation of options; Econometrics; Mathematics; Computer science; Applied mathematics; Mathematical economics; Volatility (finance); Economics; Finance,Stochastic processes and financial applications; Credit Risk and Financial Regulations; Financial Risk and Volatility Modeling
10.1080/14697688.2020.1809697,Behavioral Finance: What Everyone Needs to Know,,The Editors,,,2020-09-01,Quantitative Finance,Informa UK Limited,Behavioral economics; Finance; Corporate finance; Business; Economics; Actuarial science; Financial economics,"Financial Literacy, Pension, Retirement Analysis"
10.1080/14697688.2020.1810857,A functional analysis approach to the static replication of European options,"The replication of any European contingent claim by a static portfolio of calls and puts with strikes forming a continuum, formally proven by Carr and Madan [Towards a theory of volatility trading. In Volatility: New Estimation Techniques for Pricing Derivatives, edited by R.A. Jarrow, Vol. 29, pp. 417–427, 1998 (Risk books)], is part of the more general theory of integral equations. We use spectral decomposition techniques to show that exact payoff replication may be achieved with a discrete portfolio of special options. We discuss applications for fast pricing of vanilla options that may be suitable for large option books or high frequency option trading, and for model pricing when the characteristic function of the underlying asset price is known.",Sébastien Bossu; Peter Carr; Andrew Papanicolaou,0009-0009-8404-0563; 0000-0002-1628-8454; 0000-0002-5543-1268,Sébastien Bossu: New York University; Peter Carr: New York University; Andrew Papanicolaou: New York University,2020-11-04,Quantitative Finance,Informa UK Limited,Replicating portfolio; Portfolio; Replication (statistics); Mathematical economics; Economics; Valuation of options; Volatility (finance); Econometrics; Stochastic game; Financial economics; Computer science; Mathematics; Portfolio optimization,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Credit Risk and Financial Regulations
10.1080/14697688.2020.1812701,The dependence structure between equity and foreign exchange markets and tail risk forecasts of foreign investments,"Motivated by the importance of the dependence structure between equity and foreign exchange rates in international financial markets, we investigate whether modelling the dependence structure can help forecast the tail risk of foreign investments. We propose a new time-varying asymmetric copula for modelling the dependence structure and forecasting the tail risk. We conduct backtesting on our tail risk forecasts for 12 major developed and emerging markets. We find that modelling the dependence structure can improve the tail risk forecast and make risk management of foreign investments more robust.",Minjoo Kim; Junhong Yang; Pengcheng Song; Yang Zhao,0000-0002-7833-1657,"Minjoo Kim: Management School, University of Liverpool, Liverpool UK; Junhong Yang: School of Finance and Management, SOAS University of London, London UK; Pengcheng Song: School of Economics and Finance, Xi'an Jiaotong University, Xi'an People's Republic of China, National School of Development, Peking University, Beijing People's Republic of China; Yang Zhao: Chinese Academy of Finance and Development, Central University of Finance and Economics, Beijing People's Republic of China",2020-10-23,Quantitative Finance,Informa UK Limited,Copula (linguistics); Foreign exchange; Tail dependence; Equity (law); Tail risk; Economics; Financial market; Risk management; Econometrics; Financial economics; Monetary economics; Finance; Statistics; Mathematics,Financial Risk and Volatility Modeling; Market Dynamics and Volatility; Monetary Policy and Economic Impact
10.1080/14697688.2020.1812702,Artificial neural network for option pricing with and without asymptotic correction,"This paper proposes a mixed approach of asymptotic expansion (AE) and artificial neural network (ANN) methods for option pricing in order to improve computational speed, stability, and approximation accuracy. In practice, there is wide use of complex stochastic volatility models (SVMs) which can allow for skew and smile shapes. However, under these models, it is usually hard to obtain analytical solutions for options written on the asset price. AE can compute option prices and their sensitivities effectively, but it can usually only compute a finite sum of terms of the complete solution because, as the expansion order increases, both analytical and numerical calculations become tedious and messy and the computational cost grows exponentially. On the other hand, using ANN one can separate the pricing procedure into two steps: (1) approximating ANN that can be trained offline and (2) using the ANN predicted option price obtained online. The offline procedure has an extremely high-computational cost because it requires tens to hundreds of thousands of Monte Carlo (MC) or PDE numerical simulations in order to train several hidden layers and several dozens of nodes. Moreover, deep learning (DL) for option pricing shows unstable behaviour and poor quality because the sensitivity of the derivatives price with respect to the input often takes a bell-shape, which induces rapid changes in value. By combining the strong points and making up for the weak points of the two methods, our new approach offers the following improvements: (1) much less training data, layers, and nodes are required: (2) the offline training becomes more robust and the online predictions produce more stable and accurate results: and (3) it significantly speeds up the offline calculations.",Hideharu Funahashi,0000-0002-4701-6515,"Hideharu Funahashi: Faculty of Economics, Kanagawa University",2020-10-01,Quantitative Finance,Informa UK Limited,Valuation of options; Artificial neural network; Computer science; Monte Carlo method; Mathematical optimization; Volatility (finance); Skew; Applied mathematics; Mathematics; Artificial intelligence; Econometrics,Stochastic processes and financial applications; Fluid Dynamics and Turbulent Flows; Energy Load and Power Forecasting
10.1080/14697688.2020.1812703,Fractional stochastic volatility correction to CEV implied volatility,"Recent ground-breaking work shows that stochastic volatility models driven by fractional Brownian motion with short memory provide better calibration of the volatility surface and more robust estimation of historical volatility. Based on the fractional nature of the volatility correlation, we choose two types of stochastic-local volatility built on the constant elasticity of variance model to calculate European option prices. Our analysis reveals how the associated implied volatility term structures are related to the elasticity factor and the Hurst exponent as well as the underlying value.",Hyun-Gyoon Kim; Se-Jin Kwon; Jeong-Hoon Kim,0000-0002-8787-3562; 0000-0003-4424-7905,"Hyun-Gyoon Kim: Department of Mathematics, Yonsei University; Se-Jin Kwon: Department of Mathematics, Yonsei University; Jeong-Hoon Kim: Department of Mathematics, Yonsei University",2020-10-21,Quantitative Finance,Informa UK Limited,Constant elasticity of variance model; Stochastic volatility; Forward volatility; Econometrics; Implied volatility; Volatility (finance); Volatility smile; Fractional Brownian motion; Variance swap; Hurst exponent; Volatility swap; SABR volatility model; Economics; Volatility risk premium; Mathematics; Brownian motion; Statistics,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Monetary Policy and Economic Impact
10.1080/14697688.2020.1813475,High-Dimensional Probability: An Introduction with Applications in Data Science,"© 2018, Cambridge University Press Let us summarize our findings. A random projection of a set T in R n onto an m-dimensional subspace approximately preserves the geometry of T if m ⪆ d ( T ) . For...",Omiros Papaspiliopoulos,,Omiros Papaspiliopoulos: ICREA and Universitat Pompeu Fabra,2020-09-24,Quantitative Finance,Informa UK Limited,Projection (relational algebra); Mathematics; Subspace topology; Mathematical economics; Combinatorics; Econometrics; Computer science; Statistical physics; Physics; Algorithm; Mathematical analysis,Bayesian Methods and Mixture Models; Statistical Methods and Inference; Soil Geostatistics and Mapping
